"gene","baseMean","log2FoldChange","lfcSE","pvalue","padj","subtype","comparison","direction","significant"
"RNF19A",5277.86224315088,0.493486718531866,0.150475482853323,0.000682521455548803,0.00437276045549645,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"RPL23AP5",23.724686029147,-0.61814066986338,0.195256342327288,0.000687837724973602,0.0044052500910551,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"RNF39",304.294833425976,-0.80733033216396,0.267048489920457,0.000690218582843805,0.00441734976933263,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"CETP",117.839368887779,0.635809747664017,0.201518499545772,0.000693010818935246,0.00443364094947857,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"NXNL2",20.3553906680498,0.934791206936455,0.317059776805455,0.000693950333838822,0.00443807169018415,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"CAPS",2931.67656227958,-1.05432662668093,0.368321537972302,0.000695440740144557,0.00444602118147913,"Basal","High_Q4_vs_Low_Q1","DOWN",TRUE
"IL1RAPL2",11.4714633141162,-3.03238349997756,0.524660512448041,0.000696444085231813,0.00445085229576846,"Basal","High_Q4_vs_Low_Q1","DOWN",TRUE
"WDPCP",487.732091750727,-0.423595364634458,0.129079913735306,0.000696792706458625,0.00445149723703091,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"DDX60L",1977.10134468673,0.719456196722109,0.232372104096629,0.000699182143909161,0.00446517494960609,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"ZBTB8A",497.572902067005,-0.392288174061707,0.119076578642473,0.000700477269600164,0.00447185684262328,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"ADPRH",1012.87490654995,0.405918404879901,0.123685298320065,0.000701742667546267,0.00447834427502626,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"TOR1AIP2",5856.78291178484,-0.379289367391145,0.117266071103871,0.000703347230057863,0.00448699079565845,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"ANKRD9",936.503953047995,-0.579678691439905,0.181586707065924,0.000703815489284688,0.00448838472602382,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"TVP23B",1441.2210605404,0.442963735979187,0.134764574815505,0.00070599324730814,0.00450067564646136,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"CISH",1325.00384863965,0.645185254990202,0.204332227468956,0.000707863563337218,0.00451099861586282,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
